Site_ID,YearMonth,DroughtLevel,Target_n_hours,Normal_n_hours,Target_flag,Normal_flag,Pair_flag
95332237,2025-03,Extreme,0,192,too_few_hours,ok,too_few_hours
95332237,2025-04,Mild,216,216,ok,ok,ok
95332237,2025-04,Moderate,288,216,ok,ok,ok
95332237,2025-04,Severe,0,216,too_few_hours,ok,too_few_hours
95332237,2025-04,Extreme,0,216,too_few_hours,ok,too_few_hours
95332237,2025-05,Mild,192,456,ok,ok,ok
95332237,2025-05,Moderate,96,456,ok,ok,ok
95332237,2025-05,Severe,0,456,too_few_hours,ok,too_few_hours
95332237,2025-05,Extreme,0,456,too_few_hours,ok,too_few_hours
95332237,2025-06,Mild,216,384,ok,ok,ok
95332237,2025-06,Moderate,24,384,too_few_hours,ok,too_few_hours
95332237,2025-06,Severe,96,384,ok,ok,ok
95332237,2025-06,Extreme,0,384,too_few_hours,ok,too_few_hours
95332237,2025-07,Mild,96,336,ok,ok,ok
95332237,2025-07,Moderate,120,336,ok,ok,ok
95332237,2025-07,Severe,72,336,ok,ok,ok
95332237,2025-07,Extreme,0,336,too_few_hours,ok,too_few_hours
95332237,2025-08,Mild,72,384,ok,ok,ok
95332237,2025-08,Moderate,0,384,too_few_hours,ok,too_few_hours
95332237,2025-08,Severe,0,384,too_few_hours,ok,too_few_hours
95332237,2025-08,Extreme,0,384,too_few_hours,ok,too_few_hours
95332237,2025-09,Mild,216,408,ok,ok,ok
95332237,2025-09,Moderate,0,408,too_few_hours,ok,too_few_hours
95332237,2025-09,Severe,0,408,too_few_hours,ok,too_few_hours
95332237,2025-09,Extreme,0,408,too_few_hours,ok,too_few_hours
95332237,2025-10,Mild,0,144,too_few_hours,ok,too_few_hours
95332237,2025-10,Moderate,0,144,too_few_hours,ok,too_few_hours
95332237,2025-10,Severe,0,144,too_few_hours,ok,too_few_hours
95332237,2025-10,Extreme,0,144,too_few_hours,ok,too_few_hours
95332237,2025-11,Mild,360,312,ok,ok,ok
95332237,2025-11,Moderate,0,312,too_few_hours,ok,too_few_hours
95332237,2025-11,Severe,0,312,too_few_hours,ok,too_few_hours
95332237,2025-11,Extreme,0,312,too_few_hours,ok,too_few_hours
95332237,2025-12,Mild,16,696,too_few_hours,ok,too_few_hours
95332237,2025-12,Moderate,24,696,too_few_hours,ok,too_few_hours
95332237,2025-12,Severe,0,696,too_few_hours,ok,too_few_hours
95332237,2025-12,Extreme,0,696,too_few_hours,ok,too_few_hours
95332238,2025-01,Mild,144,0,ok,too_few_hours,too_few_hours
95332238,2025-01,Moderate,144,0,ok,too_few_hours,too_few_hours
95332238,2025-01,Severe,0,0,too_few_hours,too_few_hours,too_few_hours
95332238,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332238,2025-02,Mild,192,48,ok,too_few_hours,too_few_hours
95332238,2025-02,Moderate,312,48,ok,too_few_hours,too_few_hours
95332238,2025-02,Severe,120,48,ok,too_few_hours,too_few_hours
95332238,2025-02,Extreme,0,48,too_few_hours,too_few_hours,too_few_hours
95332238,2025-03,Mild,0,216,too_few_hours,ok,too_few_hours
95332238,2025-03,Moderate,48,216,too_few_hours,ok,too_few_hours
95332238,2025-03,Severe,0,216,too_few_hours,ok,too_few_hours
95332238,2025-03,Extreme,0,216,too_few_hours,ok,too_few_hours
95332238,2025-04,Mild,192,264,ok,ok,ok
95332238,2025-04,Moderate,264,264,ok,ok,ok
95332238,2025-04,Severe,0,264,too_few_hours,ok,too_few_hours
95332238,2025-04,Extreme,0,264,too_few_hours,ok,too_few_hours
95332238,2025-05,Mild,24,624,too_few_hours,ok,too_few_hours
95332238,2025-05,Moderate,96,624,ok,ok,ok
95332238,2025-05,Severe,0,624,too_few_hours,ok,too_few_hours
95332238,2025-05,Extreme,0,624,too_few_hours,ok,too_few_hours
95332238,2025-06,Mild,144,480,ok,ok,ok
95332238,2025-06,Moderate,24,480,too_few_hours,ok,too_few_hours
95332238,2025-06,Severe,48,480,too_few_hours,ok,too_few_hours
95332238,2025-06,Extreme,24,480,too_few_hours,ok,too_few_hours
95332238,2025-07,Mild,72,192,ok,ok,ok
95332238,2025-07,Moderate,144,192,ok,ok,ok
95332238,2025-07,Severe,48,192,too_few_hours,ok,too_few_hours
95332238,2025-07,Extreme,0,192,too_few_hours,ok,too_few_hours
95332238,2025-08,Mild,96,360,ok,ok,ok
95332238,2025-08,Moderate,48,360,too_few_hours,ok,too_few_hours
95332238,2025-08,Severe,0,360,too_few_hours,ok,too_few_hours
95332238,2025-08,Extreme,0,360,too_few_hours,ok,too_few_hours
95332238,2025-09,Mild,216,312,ok,ok,ok
95332238,2025-09,Moderate,0,312,too_few_hours,ok,too_few_hours
95332238,2025-09,Severe,0,312,too_few_hours,ok,too_few_hours
95332238,2025-09,Extreme,0,312,too_few_hours,ok,too_few_hours
95332238,2025-10,Mild,0,264,too_few_hours,ok,too_few_hours
95332238,2025-10,Moderate,0,264,too_few_hours,ok,too_few_hours
95332238,2025-10,Severe,0,264,too_few_hours,ok,too_few_hours
95332238,2025-10,Extreme,0,264,too_few_hours,ok,too_few_hours
95332238,2025-11,Mild,48,624,too_few_hours,ok,too_few_hours
95332238,2025-11,Moderate,0,624,too_few_hours,ok,too_few_hours
95332238,2025-11,Severe,0,624,too_few_hours,ok,too_few_hours
95332238,2025-11,Extreme,0,624,too_few_hours,ok,too_few_hours
95332238,2025-12,Mild,40,696,too_few_hours,ok,too_few_hours
95332238,2025-12,Moderate,0,696,too_few_hours,ok,too_few_hours
95332238,2025-12,Severe,0,696,too_few_hours,ok,too_few_hours
95332238,2025-12,Extreme,0,696,too_few_hours,ok,too_few_hours
95332239,2025-01,Mild,144,0,ok,too_few_hours,too_few_hours
95332239,2025-01,Moderate,120,0,ok,too_few_hours,too_few_hours
95332239,2025-01,Severe,24,0,too_few_hours,too_few_hours,too_few_hours
95332239,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332239,2025-02,Mild,168,48,ok,too_few_hours,too_few_hours
95332239,2025-02,Moderate,240,48,ok,too_few_hours,too_few_hours
95332239,2025-02,Severe,216,48,ok,too_few_hours,too_few_hours
95332239,2025-02,Extreme,0,48,too_few_hours,too_few_hours,too_few_hours
95332239,2025-03,Mild,0,168,too_few_hours,ok,too_few_hours
95332239,2025-03,Moderate,48,168,too_few_hours,ok,too_few_hours
95332239,2025-03,Severe,0,168,too_few_hours,ok,too_few_hours
95332239,2025-03,Extreme,0,168,too_few_hours,ok,too_few_hours
95332239,2025-04,Mild,144,336,ok,ok,ok
95332239,2025-04,Moderate,144,336,ok,ok,ok
95332239,2025-04,Severe,0,336,too_few_hours,ok,too_few_hours
95332239,2025-04,Extreme,0,336,too_few_hours,ok,too_few_hours
95332239,2025-05,Mild,72,648,ok,ok,ok
95332239,2025-05,Moderate,0,648,too_few_hours,ok,too_few_hours
95332239,2025-05,Severe,0,648,too_few_hours,ok,too_few_hours
95332239,2025-05,Extreme,0,648,too_few_hours,ok,too_few_hours
95332239,2025-06,Mild,24,480,too_few_hours,ok,too_few_hours
95332239,2025-06,Moderate,120,480,ok,ok,ok
95332239,2025-06,Severe,72,480,ok,ok,ok
95332239,2025-06,Extreme,24,480,too_few_hours,ok,too_few_hours
95332239,2025-07,Mild,72,312,ok,ok,ok
95332239,2025-07,Moderate,72,312,ok,ok,ok
95332239,2025-07,Severe,120,312,ok,ok,ok
95332239,2025-07,Extreme,0,312,too_few_hours,ok,too_few_hours
95332239,2025-08,Mild,96,96,ok,ok,ok
95332239,2025-08,Moderate,288,96,ok,ok,ok
95332239,2025-08,Severe,96,96,ok,ok,ok
95332239,2025-08,Extreme,0,96,too_few_hours,ok,too_few_hours
95332239,2025-09,Mild,72,384,ok,ok,ok
95332239,2025-09,Moderate,216,384,ok,ok,ok
95332239,2025-09,Severe,0,384,too_few_hours,ok,too_few_hours
95332239,2025-09,Extreme,0,384,too_few_hours,ok,too_few_hours
95332239,2025-10,Mild,0,504,too_few_hours,ok,too_few_hours
95332239,2025-10,Moderate,0,504,too_few_hours,ok,too_few_hours
95332239,2025-10,Severe,0,504,too_few_hours,ok,too_few_hours
95332239,2025-10,Extreme,0,504,too_few_hours,ok,too_few_hours
95332239,2025-11,Mild,0,264,too_few_hours,ok,too_few_hours
95332239,2025-11,Moderate,0,264,too_few_hours,ok,too_few_hours
95332239,2025-11,Severe,0,264,too_few_hours,ok,too_few_hours
95332239,2025-11,Extreme,0,264,too_few_hours,ok,too_few_hours
95332239,2025-12,Mild,496,216,ok,ok,ok
95332239,2025-12,Moderate,24,216,too_few_hours,ok,too_few_hours
95332239,2025-12,Severe,0,216,too_few_hours,ok,too_few_hours
95332239,2025-12,Extreme,0,216,too_few_hours,ok,too_few_hours
95332240,2025-01,Mild,96,0,ok,too_few_hours,too_few_hours
95332240,2025-01,Moderate,168,0,ok,too_few_hours,too_few_hours
95332240,2025-01,Severe,24,0,too_few_hours,too_few_hours,too_few_hours
95332240,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332240,2025-02,Mild,384,0,ok,too_few_hours,too_few_hours
95332240,2025-02,Moderate,288,0,ok,too_few_hours,too_few_hours
95332240,2025-02,Severe,0,0,too_few_hours,too_few_hours,too_few_hours
95332240,2025-02,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332240,2025-03,Mild,0,168,too_few_hours,ok,too_few_hours
95332240,2025-03,Moderate,48,168,too_few_hours,ok,too_few_hours
95332240,2025-03,Severe,0,168,too_few_hours,ok,too_few_hours
95332240,2025-03,Extreme,0,168,too_few_hours,ok,too_few_hours
95332240,2025-04,Mild,96,480,ok,ok,ok
95332240,2025-04,Moderate,96,480,ok,ok,ok
95332240,2025-04,Severe,0,480,too_few_hours,ok,too_few_hours
95332240,2025-04,Extreme,0,480,too_few_hours,ok,too_few_hours
95332240,2025-05,Mild,216,528,ok,ok,ok
95332240,2025-05,Moderate,0,528,too_few_hours,ok,too_few_hours
95332240,2025-05,Severe,0,528,too_few_hours,ok,too_few_hours
95332240,2025-05,Extreme,0,528,too_few_hours,ok,too_few_hours
95332240,2025-06,Mild,48,456,too_few_hours,ok,too_few_hours
95332240,2025-06,Moderate,144,456,ok,ok,ok
95332240,2025-06,Severe,72,456,ok,ok,ok
95332240,2025-06,Extreme,0,456,too_few_hours,ok,too_few_hours
95332240,2025-07,Mild,144,216,ok,ok,ok
95332240,2025-07,Moderate,168,216,ok,ok,ok
95332240,2025-07,Severe,0,216,too_few_hours,ok,too_few_hours
95332240,2025-07,Extreme,0,216,too_few_hours,ok,too_few_hours
95332240,2025-08,Mild,144,168,ok,ok,ok
95332240,2025-08,Moderate,96,168,ok,ok,ok
95332240,2025-08,Severe,96,168,ok,ok,ok
95332240,2025-08,Extreme,0,168,too_few_hours,ok,too_few_hours
95332240,2025-09,Mild,72,288,ok,ok,ok
95332240,2025-09,Moderate,216,288,ok,ok,ok
95332240,2025-09,Severe,0,288,too_few_hours,ok,too_few_hours
95332240,2025-09,Extreme,0,288,too_few_hours,ok,too_few_hours
95332240,2025-10,Mild,0,120,too_few_hours,ok,too_few_hours
95332240,2025-10,Moderate,0,120,too_few_hours,ok,too_few_hours
95332240,2025-10,Severe,0,120,too_few_hours,ok,too_few_hours
95332240,2025-10,Extreme,0,120,too_few_hours,ok,too_few_hours
95332240,2025-11,Mild,0,552,too_few_hours,ok,too_few_hours
95332240,2025-11,Moderate,0,552,too_few_hours,ok,too_few_hours
95332240,2025-11,Severe,0,552,too_few_hours,ok,too_few_hours
95332240,2025-11,Extreme,0,552,too_few_hours,ok,too_few_hours
95332240,2025-12,Mild,160,240,ok,ok,ok
95332240,2025-12,Moderate,240,240,ok,ok,ok
95332240,2025-12,Severe,96,240,ok,ok,ok
95332240,2025-12,Extreme,0,240,too_few_hours,ok,too_few_hours
95332242,2025-01,Mild,96,0,ok,too_few_hours,too_few_hours
95332242,2025-01,Moderate,72,0,ok,too_few_hours,too_few_hours
95332242,2025-01,Severe,120,0,ok,too_few_hours,too_few_hours
95332242,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332242,2025-02,Mild,312,48,ok,too_few_hours,too_few_hours
95332242,2025-02,Moderate,288,48,ok,too_few_hours,too_few_hours
95332242,2025-02,Severe,24,48,too_few_hours,too_few_hours,too_few_hours
95332242,2025-02,Extreme,0,48,too_few_hours,too_few_hours,too_few_hours
95332242,2025-03,Mild,48,360,too_few_hours,ok,too_few_hours
95332242,2025-03,Moderate,0,360,too_few_hours,ok,too_few_hours
95332242,2025-03,Severe,0,360,too_few_hours,ok,too_few_hours
95332242,2025-03,Extreme,0,360,too_few_hours,ok,too_few_hours
95332242,2025-04,Mild,240,288,ok,ok,ok
95332242,2025-04,Moderate,120,288,ok,ok,ok
95332242,2025-04,Severe,0,288,too_few_hours,ok,too_few_hours
95332242,2025-04,Extreme,0,288,too_few_hours,ok,too_few_hours
95332242,2025-05,Mild,0,120,too_few_hours,ok,too_few_hours
95332242,2025-05,Moderate,0,120,too_few_hours,ok,too_few_hours
95332242,2025-05,Severe,0,120,too_few_hours,ok,too_few_hours
95332242,2025-05,Extreme,0,120,too_few_hours,ok,too_few_hours
95332242,2025-06,Mild,240,432,ok,ok,ok
95332242,2025-06,Moderate,0,432,too_few_hours,ok,too_few_hours
95332242,2025-06,Severe,0,432,too_few_hours,ok,too_few_hours
95332242,2025-06,Extreme,0,432,too_few_hours,ok,too_few_hours
95332242,2025-07,Mild,384,0,ok,too_few_hours,too_few_hours
95332242,2025-07,Moderate,336,0,ok,too_few_hours,too_few_hours
95332242,2025-07,Severe,24,0,too_few_hours,too_few_hours,too_few_hours
95332242,2025-07,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332242,2025-08,Mild,144,312,ok,ok,ok
95332242,2025-08,Moderate,264,312,ok,ok,ok
95332242,2025-08,Severe,24,312,too_few_hours,ok,too_few_hours
95332242,2025-08,Extreme,0,312,too_few_hours,ok,too_few_hours
95332242,2025-09,Mild,72,264,ok,ok,ok
95332242,2025-09,Moderate,48,264,too_few_hours,ok,too_few_hours
95332242,2025-09,Severe,96,264,ok,ok,ok
95332242,2025-09,Extreme,72,264,ok,ok,ok
95332242,2025-10,Mild,0,240,too_few_hours,ok,too_few_hours
95332242,2025-10,Moderate,0,240,too_few_hours,ok,too_few_hours
95332242,2025-10,Severe,0,240,too_few_hours,ok,too_few_hours
95332242,2025-10,Extreme,0,240,too_few_hours,ok,too_few_hours
95332242,2025-11,Mild,0,408,too_few_hours,ok,too_few_hours
95332242,2025-11,Moderate,0,408,too_few_hours,ok,too_few_hours
95332242,2025-11,Severe,0,408,too_few_hours,ok,too_few_hours
95332242,2025-11,Extreme,0,408,too_few_hours,ok,too_few_hours
95332242,2025-12,Mild,280,72,ok,ok,ok
95332242,2025-12,Moderate,384,72,ok,ok,ok
95332242,2025-12,Severe,0,72,too_few_hours,ok,too_few_hours
95332242,2025-12,Extreme,0,72,too_few_hours,ok,too_few_hours
95332243,2025-01,Mild,0,0,too_few_hours,too_few_hours,too_few_hours
95332243,2025-01,Moderate,120,0,ok,too_few_hours,too_few_hours
95332243,2025-01,Severe,168,0,ok,too_few_hours,too_few_hours
95332243,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332243,2025-02,Mild,240,24,ok,too_few_hours,too_few_hours
95332243,2025-02,Moderate,384,24,ok,too_few_hours,too_few_hours
95332243,2025-02,Severe,24,24,too_few_hours,too_few_hours,too_few_hours
95332243,2025-02,Extreme,0,24,too_few_hours,too_few_hours,too_few_hours
95332243,2025-03,Mild,24,336,too_few_hours,ok,too_few_hours
95332243,2025-03,Moderate,24,336,too_few_hours,ok,too_few_hours
95332243,2025-03,Severe,0,336,too_few_hours,ok,too_few_hours
95332243,2025-03,Extreme,0,336,too_few_hours,ok,too_few_hours
95332243,2025-04,Mild,192,408,ok,ok,ok
95332243,2025-04,Moderate,120,408,ok,ok,ok
95332243,2025-04,Severe,0,408,too_few_hours,ok,too_few_hours
95332243,2025-04,Extreme,0,408,too_few_hours,ok,too_few_hours
95332243,2025-05,Mild,0,288,too_few_hours,ok,too_few_hours
95332243,2025-05,Moderate,0,288,too_few_hours,ok,too_few_hours
95332243,2025-05,Severe,0,288,too_few_hours,ok,too_few_hours
95332243,2025-05,Extreme,0,288,too_few_hours,ok,too_few_hours
95332243,2025-06,Mild,144,408,ok,ok,ok
95332243,2025-06,Moderate,96,408,ok,ok,ok
95332243,2025-06,Severe,0,408,too_few_hours,ok,too_few_hours
95332243,2025-06,Extreme,0,408,too_few_hours,ok,too_few_hours
95332243,2025-07,Mild,216,72,ok,ok,ok
95332243,2025-07,Moderate,408,72,ok,ok,ok
95332243,2025-07,Severe,48,72,too_few_hours,ok,too_few_hours
95332243,2025-07,Extreme,0,72,too_few_hours,ok,too_few_hours
95332243,2025-08,Mild,144,264,ok,ok,ok
95332243,2025-08,Moderate,72,264,ok,ok,ok
95332243,2025-08,Severe,240,264,ok,ok,ok
95332243,2025-08,Extreme,24,264,too_few_hours,ok,too_few_hours
95332243,2025-09,Mild,72,432,ok,ok,ok
95332243,2025-09,Moderate,48,432,too_few_hours,ok,too_few_hours
95332243,2025-09,Severe,144,432,ok,ok,ok
95332243,2025-09,Extreme,24,432,too_few_hours,ok,too_few_hours
95332243,2025-10,Mild,0,648,too_few_hours,ok,too_few_hours
95332243,2025-10,Moderate,0,648,too_few_hours,ok,too_few_hours
95332243,2025-10,Severe,0,648,too_few_hours,ok,too_few_hours
95332243,2025-10,Extreme,0,648,too_few_hours,ok,too_few_hours
95332243,2025-11,Mild,0,456,too_few_hours,ok,too_few_hours
95332243,2025-11,Moderate,0,456,too_few_hours,ok,too_few_hours
95332243,2025-11,Severe,0,456,too_few_hours,ok,too_few_hours
95332243,2025-11,Extreme,0,456,too_few_hours,ok,too_few_hours
95332243,2025-12,Mild,400,72,ok,ok,ok
95332243,2025-12,Moderate,264,72,ok,ok,ok
95332243,2025-12,Severe,0,72,too_few_hours,ok,too_few_hours
95332243,2025-12,Extreme,0,72,too_few_hours,ok,too_few_hours
95332244,2025-01,Mild,96,0,ok,too_few_hours,too_few_hours
95332244,2025-01,Moderate,192,0,ok,too_few_hours,too_few_hours
95332244,2025-01,Severe,0,0,too_few_hours,too_few_hours,too_few_hours
95332244,2025-01,Extreme,0,0,too_few_hours,too_few_hours,too_few_hours
95332244,2025-02,Mild,192,48,ok,too_few_hours,too_few_hours
95332244,2025-02,Moderate,288,48,ok,too_few_hours,too_few_hours
95332244,2025-02,Severe,120,48,ok,too_few_hours,too_few_hours
95332244,2025-02,Extreme,24,48,too_few_hours,too_few_hours,too_few_hours
95332244,2025-03,Mild,0,96,too_few_hours,ok,too_few_hours
95332244,2025-03,Moderate,48,96,too_few_hours,ok,too_few_hours
95332244,2025-03,Severe,0,96,too_few_hours,ok,too_few_hours
95332244,2025-03,Extreme,0,96,too_few_hours,ok,too_few_hours
95332244,2025-04,Mild,168,312,ok,ok,ok
95332244,2025-04,Moderate,0,312,too_few_hours,ok,too_few_hours
95332244,2025-04,Severe,0,312,too_few_hours,ok,too_few_hours
95332244,2025-04,Extreme,240,312,ok,ok,ok
95332244,2025-05,Mild,312,408,ok,ok,ok
95332244,2025-05,Moderate,24,408,too_few_hours,ok,too_few_hours
95332244,2025-05,Severe,0,408,too_few_hours,ok,too_few_hours
95332244,2025-05,Extreme,0,408,too_few_hours,ok,too_few_hours
95332244,2025-06,Mild,192,408,ok,ok,ok
95332244,2025-06,Moderate,24,408,too_few_hours,ok,too_few_hours
95332244,2025-06,Severe,48,408,too_few_hours,ok,too_few_hours
95332244,2025-06,Extreme,48,408,too_few_hours,ok,too_few_hours
95332244,2025-07,Mild,48,120,too_few_hours,ok,too_few_hours
95332244,2025-07,Moderate,264,120,ok,ok,ok
95332244,2025-07,Severe,168,120,ok,ok,ok
95332244,2025-07,Extreme,24,120,too_few_hours,ok,too_few_hours
95332244,2025-08,Mild,144,312,ok,ok,ok
95332244,2025-08,Moderate,0,312,too_few_hours,ok,too_few_hours
95332244,2025-08,Severe,0,312,too_few_hours,ok,too_few_hours
95332244,2025-08,Extreme,0,312,too_few_hours,ok,too_few_hours
95332244,2025-09,Mild,96,624,ok,ok,ok
95332244,2025-09,Moderate,0,624,too_few_hours,ok,too_few_hours
95332244,2025-09,Severe,0,624,too_few_hours,ok,too_few_hours
95332244,2025-09,Extreme,0,624,too_few_hours,ok,too_few_hours
95332244,2025-10,Mild,0,432,too_few_hours,ok,too_few_hours
95332244,2025-10,Moderate,0,432,too_few_hours,ok,too_few_hours
95332244,2025-10,Severe,0,432,too_few_hours,ok,too_few_hours
95332244,2025-10,Extreme,0,432,too_few_hours,ok,too_few_hours
95332244,2025-11,Mild,48,528,too_few_hours,ok,too_few_hours
95332244,2025-11,Moderate,0,528,too_few_hours,ok,too_few_hours
95332244,2025-11,Severe,0,528,too_few_hours,ok,too_few_hours
95332244,2025-11,Extreme,0,528,too_few_hours,ok,too_few_hours
95332244,2025-12,Mild,448,216,ok,ok,ok
95332244,2025-12,Moderate,72,216,ok,ok,ok
95332244,2025-12,Severe,0,216,too_few_hours,ok,too_few_hours
95332244,2025-12,Extreme,0,216,too_few_hours,ok,too_few_hours
