ScenarioID,Site_ID,Event_ID,Event_Start_Date,Event_End_Date,Duration_Days,Minimum_SPI,Stage,Stage_Label,Window_Type,Window_Start,Window_End,Window_Days,Window_End_Relative_Day,Reference_CBI,Reference_Flag,Pair_Flag,Window_CBI,Window_Intercept,Window_R2,Window_n_hours,Window_MacroSD,Window_Flag,Delta_CBI
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,Late,事件后段,event_phase,2025-09-06,2025-09-17,12,,0.7080473409246435,ok,ok,0.8580777812291124,2.249564024838577,0.8766117958079905,288,3.5701531712237724,ok,0.15003044030446888
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,R01_07,结束后1-7天,recovery,2025-09-18,2025-09-24,7,7.0,0.7080473409246435,ok,ok,0.7233841314732704,6.413973282742212,0.8388320899744113,168,3.1709045411264123,ok,0.01533679054862691
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,R08_14,结束后8-14天,recovery,2025-09-25,2025-10-01,7,14.0,0.7080473409246435,ok,ok,0.7723533437398115,3.2644427781355283,0.8667680862227001,168,3.5484180433985677,ok,0.06430600281516796
BASE,95332230,6,2025-08-12,2025-09-17,37,-2.39896559715271,R15_30,结束后15-30天,recovery,2025-10-02,2025-10-17,16,30.0,0.7080473409246435,ok,ok,0.7287208300409062,4.729139198884649,0.8717659743338926,384,4.22749740979468,ok,0.020673489116262656
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,FullEvent,完整事件,event_reproduction,2025-08-11,2025-09-18,39,,0.4213781248404654,ok,ok,0.4655998969410493,12.197885583591699,0.7341990341373944,936,3.221431004501852,ok,0.04422177210058392
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,Early,事件前段,event_phase,2025-08-11,2025-08-23,13,,0.4213781248404654,ok,ok,0.48234779829401964,12.017760733008847,0.718957397315939,312,3.1478427705567387,ok,0.06096967345355425
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,Middle,事件中段,event_phase,2025-08-24,2025-09-05,13,,0.4213781248404654,ok,ok,0.4906230066703737,11.132684893688769,0.7908155885476488,312,3.3339297106660313,ok,0.06924488182990829
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,Late,事件后段,event_phase,2025-09-06,2025-09-18,13,,0.4213781248404654,ok,ok,0.4255618091856136,13.391799476251904,0.7572431056474306,312,3.188709413238117,ok,0.004183684345148209
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,R01_07,结束后1-7天,recovery,2025-09-19,2025-09-25,7,7.0,0.4213781248404654,ok,ok,0.32968857554426007,15.70312185751051,0.715813549321182,168,2.6063911383808325,ok,-0.09168954929620532
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,R08_14,结束后8-14天,recovery,2025-09-26,2025-10-02,7,14.0,0.4213781248404654,ok,ok,0.4495592253780189,11.922880211059688,0.8269919326553411,168,3.0317602617179897,ok,0.028181100537553516
BASE,95332231,5,2025-08-11,2025-09-18,39,-2.299917221069336,R15_30,结束后15-30天,recovery,2025-10-03,2025-10-18,16,30.0,0.4213781248404654,ok,ok,0.42274098244645875,12.552521922259434,0.7809215105823629,384,3.719769136979242,ok,0.0013628576059933617
BASE,95332233,6,2025-06-21,2025-07-11,21,-2.105762243270874,FullEvent,完整事件,event_reproduction,2025-06-21,2025-07-11,21,,0.5833059414365034,ok,ok,0.5918684389899925,9.377471357070968,0.8140602530515993,504,3.409874352032464,ok,0.008562497553489146
BASE,95332233,6,2025-06-21,2025-07-11,21,-2.105762243270874,Early,事件前段,event_phase,2025-06-21,2025-06-27,7,,0.5833059414365034,ok,ok,0.6993705461319808,7.1434993522365815,0.839086736648821,168,3.001563064577267,ok,0.11606460469547741
BASE,95332233,6,2025-06-21,2025-07-11,21,-2.105762243270874,Middle,事件中段,event_phase,2025-06-28,2025-07-04,7,,0.5833059414365034,ok,ok,0.5339966276072969,10.685990833504377,0.819085560434347,168,3.766613235112066,ok,-0.04930931382920645
BASE,95332233,6,2025-06-21,2025-07-11,21,-2.105762243270874,Late,事件后段,event_phase,2025-07-05,2025-07-11,7,,0.5833059414365034,ok,ok,0.577702779421345,9.438903257999385,0.8658514523576103,168,3.397610809605276,ok,-0.005603162015158425
BASE,95332233,6,2025-06-21,2025-07-11,21,-2.105762243270874,R01_07,结束后1-7天,recovery,2025-07-12,2025-07-18,7,7.0,0.5833059414365034,ok,ok,0.6493367375141772,8.546418679979238,0.8963787380965543,168,2.453298009509623,ok,0.06603079607767381
BASE,95332233,6,2025-06-21,2025-07-11,21,-2.105762243270874,R08_14,结束后8-14天,recovery,2025-07-19,2025-07-25,7,14.0,0.5833059414365034,ok,ok,0.5837069590194868,10.30302939770849,0.7978277927084304,168,2.1281323365446014,ok,0.0004010175829833873
BASE,95332233,6,2025-06-21,2025-07-11,21,-2.105762243270874,R15_30,结束后15-30天,recovery,2025-07-26,2025-08-10,16,30.0,0.5833059414365034,ok,ok,0.499554764872841,12.254439124147181,0.6496035717863289,384,2.6311822456262104,ok,-0.08375117656366238
BASE,95332235,3,2025-02-08,2025-03-02,23,-2.107394218444824,FullEvent,完整事件,event_reproduction,2025-02-08,2025-03-02,23,,0.6355621909271961,ok,ok,0.8284572219437744,1.226698423389358,0.8822597359112005,552,5.408230606168894,ok,0.19289503101657823
BASE,95332235,3,2025-02-08,2025-03-02,23,-2.107394218444824,Early,事件前段,event_phase,2025-02-08,2025-02-15,8,,0.6355621909271961,ok,ok,0.8583748265486953,0.40056396498379776,0.8678569635164957,192,5.821189533776648,ok,0.22281263562149922
BASE,95332235,3,2025-02-08,2025-03-02,23,-2.107394218444824,Middle,事件中段,event_phase,2025-02-16,2025-02-23,8,,0.6355621909271961,ok,ok,0.766827930951136,2.2532703857698575,0.8890180580647398,192,3.2507415246087144,ok,0.13126574002393987
BASE,95332235,3,2025-02-08,2025-03-02,23,-2.107394218444824,Late,事件后段,event_phase,2025-02-24,2025-03-02,7,,0.6355621909271961,ok,ok,0.8140513488597197,1.5721698269689917,0.8524877635533902,168,5.186457996790692,ok,0.17848915793252362
BASE,95332235,3,2025-02-08,2025-03-02,23,-2.107394218444824,R01_07,结束后1-7天,recovery,2025-03-03,2025-03-09,7,7.0,0.6355621909271961,ok,ok,0.712649952916213,2.9837848332941403,0.9218685137683504,168,5.0008468883712744,ok,0.0770877619890169
BASE,95332235,3,2025-02-08,2025-03-02,23,-2.107394218444824,R08_14,结束后8-14天,recovery,2025-03-10,2025-03-16,7,14.0,0.6355621909271961,ok,ok,0.8262318638122639,2.1447549070986422,0.8711740524186663,168,5.685889295563737,ok,0.19066967288506775
BASE,95332235,3,2025-02-08,2025-03-02,23,-2.107394218444824,R15_30,结束后15-30天,recovery,2025-03-17,2025-04-01,16,30.0,0.6355621909271961,ok,ok,0.7914613580206284,0.8620147780989811,0.8666906224634644,384,7.063601451255515,ok,0.15589916709343232
BASE,95332235,4,2025-04-02,2025-04-21,20,-2.4802095890045166,FullEvent,完整事件,event_reproduction,2025-04-02,2025-04-21,20,,0.6876368847446293,ok,ok,0.9201740513931488,-0.9137911179901614,0.8332949568333625,480,4.752995764594992,ok,0.23253716664851953
BASE,95332235,4,2025-04-02,2025-04-21,20,-2.4802095890045166,Early,事件前段,event_phase,2025-04-02,2025-04-08,7,,0.6876368847446293,ok,ok,0.8315786088884072,-0.14266699505110658,0.8389380211121802,168,4.6165206212543595,ok,0.14394172414377793
BASE,95332235,4,2025-04-02,2025-04-21,20,-2.4802095890045166,Middle,事件中段,event_phase,2025-04-09,2025-04-15,7,,0.6876368847446293,ok,ok,0.9448820780516699,-1.0910701699649898,0.8112670237176891,168,4.924183074503529,ok,0.25724519330704065
BASE,95332235,4,2025-04-02,2025-04-21,20,-2.4802095890045166,Late,事件后段,event_phase,2025-04-16,2025-04-21,6,,0.6876368847446293,ok,ok,0.7470851113458661,3.7450137180128173,0.7679024266470997,144,3.1447456852324844,ok,0.05944822660123683
BASE,95332235,4,2025-04-02,2025-04-21,20,-2.4802095890045166,R01_07,结束后1-7天,recovery,2025-04-22,2025-04-28,7,7.0,0.6876368847446293,ok,ok,0.64294582791133,6.060170686436146,0.8096853614623138,168,3.0961464784326544,ok,-0.044691056833299214
BASE,95332235,4,2025-04-02,2025-04-21,20,-2.4802095890045166,R08_14,结束后8-14天,recovery,2025-04-29,2025-05-05,7,14.0,0.6876368847446293,ok,ok,0.6570601243092379,5.468845651893805,0.6715411270844113,168,3.258396270998449,ok,-0.03057676043539137
BASE,95332235,4,2025-04-02,2025-04-21,20,-2.4802095890045166,R15_30,结束后15-30天,recovery,2025-05-06,2025-05-21,16,30.0,0.6876368847446293,ok,ok,0.8353678530246605,2.2197734951935466,0.7614306182080429,384,3.4747042223370763,ok,0.1477309682800313
BASE,95332236,4,2025-04-02,2025-04-23,22,-2.785902738571167,FullEvent,完整事件,event_reproduction,2025-04-02,2025-04-23,22,,1.0987128307576457,ok,ok,0.97598150589302,-0.10853738593385387,0.7541264521473576,528,4.6801742136204485,ok,-0.12273132486462568
BASE,95332236,4,2025-04-02,2025-04-23,22,-2.785902738571167,Early,事件前段,event_phase,2025-04-02,2025-04-09,8,,1.0987128307576457,ok,ok,0.970077469879267,-0.18433570813222033,0.7224245014005957,192,4.548857401156754,ok,-0.12863536087837868
BASE,95332236,4,2025-04-02,2025-04-23,22,-2.785902738571167,Middle,事件中段,event_phase,2025-04-10,2025-04-16,7,,1.0987128307576457,ok,ok,1.0922405917252067,-1.5348636343798745,0.7795992991288495,168,4.84628218239517,ok,-0.006472239032438987
BASE,95332236,4,2025-04-02,2025-04-23,22,-2.785902738571167,Late,事件后段,event_phase,2025-04-17,2025-04-23,7,,1.0987128307576457,ok,ok,0.8778274615103979,1.6165584949671405,0.589090594779742,168,2.6930114308998503,ok,-0.22088536924724778
BASE,95332236,4,2025-04-02,2025-04-23,22,-2.785902738571167,R01_07,结束后1-7天,recovery,2025-04-24,2025-04-30,7,7.0,1.0987128307576457,ok,ok,1.0443281751274969,-2.193930833736893,0.7538631884019704,168,2.928204679759745,ok,-0.054384655630148826
BASE,95332236,4,2025-04-02,2025-04-23,22,-2.785902738571167,R08_14,结束后8-14天,recovery,2025-05-01,2025-05-07,7,14.0,1.0987128307576457,ok,ok,1.1583988291085308,-4.236525514426145,0.7313168803324333,168,3.0070133448199137,ok,0.05968599835088506
BASE,95332236,4,2025-04-02,2025-04-23,22,-2.785902738571167,R15_30,结束后15-30天,recovery,2025-05-08,2025-05-23,16,30.0,1.0987128307576457,ok,ok,1.0079675474882566,-0.460673338560909,0.773440190041307,384,3.498129502880496,ok,-0.09074528326938913
BASE,95332236,5,2025-06-19,2025-07-19,31,-2.224727153778076,FullEvent,完整事件,event_reproduction,2025-06-19,2025-07-19,31,,1.2645633931058209,ok,ok,1.3533926823339437,-9.104680951902274,0.760576070196791,744,2.883672730622036,ok,0.08882928922812283
BASE,95332236,5,2025-06-19,2025-07-19,31,-2.224727153778076,Early,事件前段,event_phase,2025-06-19,2025-06-29,11,,1.2645633931058209,ok,ok,1.3875721849336977,-9.40578685359802,0.760772600488709,264,2.6444011296167185,ok,0.12300879182787683
BASE,95332236,5,2025-06-19,2025-07-19,31,-2.224727153778076,Middle,事件中段,event_phase,2025-06-30,2025-07-09,10,,1.2645633931058209,ok,ok,1.4093209095919546,-11.165249102444136,0.7912915144479041,240,3.384613091087385,ok,0.14475751648613366
BASE,95332236,5,2025-06-19,2025-07-19,31,-2.224727153778076,Late,事件后段,event_phase,2025-07-10,2025-07-19,10,,1.2645633931058209,ok,ok,1.3372374043693287,-8.740898943994505,0.7235798877563329,240,2.2708170920019013,ok,0.07267401126350781
BASE,95332236,5,2025-06-19,2025-07-19,31,-2.224727153778076,R01_07,结束后1-7天,recovery,2025-07-20,2025-07-26,7,7.0,1.2645633931058209,ok,ok,1.2828481408005463,-7.302378007090301,0.7633644225678597,168,2.485659687644579,ok,0.018284747694725434
BASE,95332236,5,2025-06-19,2025-07-19,31,-2.224727153778076,R08_14,结束后8-14天,recovery,2025-07-27,2025-08-02,7,14.0,1.2645633931058209,ok,ok,0.9122943090159201,1.1402125979664461,0.48522847340112246,168,2.0289216568210566,ok,-0.35226908408990076
BASE,95332236,5,2025-06-19,2025-07-19,31,-2.224727153778076,R15_30,结束后15-30天,recovery,2025-08-03,2025-08-18,16,30.0,1.2645633931058209,ok,ok,1.2784641941068167,-7.15869772840902,0.7877621625904746,384,2.7641759014045526,ok,0.013900801000995777
BASE,95332238,5,2025-06-21,2025-07-11,21,-2.096324920654297,FullEvent,完整事件,event_reproduction,2025-06-21,2025-07-11,21,,0.7267084365032388,ok,ok,0.6888805946080824,6.843773552886315,0.8360486861743675,504,3.5254774191625695,ok,-0.03782784189515642
BASE,95332238,5,2025-06-21,2025-07-11,21,-2.096324920654297,Early,事件前段,event_phase,2025-06-21,2025-06-27,7,,0.7267084365032388,ok,ok,0.7703663131436708,5.0140685864265535,0.8189306707331081,168,3.0969352188923,ok,0.04365787664043197
BASE,95332238,5,2025-06-21,2025-07-11,21,-2.096324920654297,Middle,事件中段,event_phase,2025-06-28,2025-07-04,7,,0.7267084365032388,ok,ok,0.6594707877656624,7.686585999418799,0.8741950036252065,168,3.832981168769851,ok,-0.06723764873757643
BASE,95332238,5,2025-06-21,2025-07-11,21,-2.096324920654297,Late,事件后段,event_phase,2025-07-05,2025-07-11,7,,0.7267084365032388,ok,ok,0.6496037570737156,7.519907475385363,0.8325583593078525,168,3.5549666568900857,ok,-0.07710467942952315
BASE,95332238,5,2025-06-21,2025-07-11,21,-2.096324920654297,R01_07,结束后1-7天,recovery,2025-07-12,2025-07-18,7,7.0,0.7267084365032388,ok,ok,0.7413527240978963,6.171536544698064,0.8536916046226342,168,2.5223821676699343,ok,0.014644287594657523
BASE,95332238,5,2025-06-21,2025-07-11,21,-2.096324920654297,R08_14,结束后8-14天,recovery,2025-07-19,2025-07-25,7,14.0,0.7267084365032388,ok,ok,0.6970634707369576,7.111358013497409,0.8373462876784645,168,2.3170836732370117,ok,-0.029644965766281173
BASE,95332238,5,2025-06-21,2025-07-11,21,-2.096324920654297,R15_30,结束后15-30天,recovery,2025-07-26,2025-08-10,16,30.0,0.7267084365032388,ok,ok,0.5454273094768487,10.823167426785293,0.6415135087645482,384,2.695148594350944,ok,-0.1812811270263901
BASE,95332239,6,2025-06-21,2025-07-11,21,-2.132532119750977,FullEvent,完整事件,event_reproduction,2025-06-21,2025-07-11,21,,0.5144665145211664,ok,ok,0.498954296994656,11.452134069679685,0.7558339935100749,504,3.465326627274915,ok,-0.015512217526510441
BASE,95332239,6,2025-06-21,2025-07-11,21,-2.132532119750977,Early,事件前段,event_phase,2025-06-21,2025-06-27,7,,0.5144665145211664,ok,ok,0.5476376152275735,10.512691560127688,0.7618482903426901,168,3.053382058503036,ok,0.03317110070640705
BASE,95332239,6,2025-06-21,2025-07-11,21,-2.132532119750977,Middle,事件中段,event_phase,2025-06-28,2025-07-04,7,,0.5144665145211664,ok,ok,0.44428913769256634,12.796194164128902,0.7444589105935564,168,3.7509149101061694,ok,-0.07017737682860009
BASE,95332239,6,2025-06-21,2025-07-11,21,-2.132532119750977,Late,事件后段,event_phase,2025-07-05,2025-07-11,7,,0.5144665145211664,ok,ok,0.518789761343927,10.696101070893635,0.8069049393674894,168,3.5506521665135535,ok,0.004323246822760529
BASE,95332239,6,2025-06-21,2025-07-11,21,-2.132532119750977,R01_07,结束后1-7天,recovery,2025-07-12,2025-07-18,7,7.0,0.5144665145211664,ok,ok,0.538591668355733,10.869099742961048,0.8319144773708195,168,2.5454998247852076,ok,0.024125153834566593
BASE,95332239,6,2025-06-21,2025-07-11,21,-2.132532119750977,R08_14,结束后8-14天,recovery,2025-07-19,2025-07-25,7,14.0,0.5144665145211664,ok,ok,0.5295998152719325,10.940019962654135,0.7875035888213027,168,2.1066100354185986,ok,0.015133300750766021
BASE,95332239,6,2025-06-21,2025-07-11,21,-2.132532119750977,R15_30,结束后15-30天,recovery,2025-07-26,2025-08-10,16,30.0,0.5144665145211664,ok,ok,0.4411045065167933,13.300206428064799,0.6660696455428303,384,2.767128585290928,ok,-0.07336200800437315
BASE,95332242,6,2025-08-15,2025-09-12,29,-2.2075388431549072,FullEvent,完整事件,event_reproduction,2025-08-15,2025-09-12,29,,0.4968443641346614,ok,ok,0.5990928563127781,8.304499597705796,0.8165311510141512,696,3.2799547319008493,ok,0.10224849217811671
BASE,95332242,6,2025-08-15,2025-09-12,29,-2.2075388431549072,Early,事件前段,event_phase,2025-08-15,2025-08-24,10,,0.4968443641346614,ok,ok,0.644470571375528,6.763944458418706,0.8560272514779969,240,3.3059079895188033,ok,0.1476262072408666
BASE,95332242,6,2025-08-15,2025-09-12,29,-2.2075388431549072,Middle,事件中段,event_phase,2025-08-25,2025-09-03,10,,0.4968443641346614,ok,ok,0.5512204093842227,9.658452671946476,0.7844519058115296,240,3.3438891403560325,ok,0.0543760452495613
BASE,95332242,6,2025-08-15,2025-09-12,29,-2.2075388431549072,Late,事件后段,event_phase,2025-09-04,2025-09-12,9,,0.4968443641346614,ok,ok,0.6130777061855468,8.201764512120231,0.8541919322801895,216,3.1838534881302145,ok,0.11623334205088542
BASE,95332242,6,2025-08-15,2025-09-12,29,-2.2075388431549072,R01_07,结束后1-7天,recovery,2025-09-13,2025-09-19,7,7.0,0.4968443641346614,ok,ok,0.5728149474203379,8.861006674175549,0.8610076505153843,168,3.280284399368615,ok,0.07597058328567652
BASE,95332242,6,2025-08-15,2025-09-12,29,-2.2075388431549072,R08_14,结束后8-14天,recovery,2025-09-20,2025-09-26,7,14.0,0.4968443641346614,ok,ok,0.4326023218418879,12.502513043683548,0.629761069557994,168,2.6880315590654043,ok,-0.06424204229277347
BASE,95332242,6,2025-08-15,2025-09-12,29,-2.2075388431549072,R15_30,结束后15-30天,recovery,2025-09-27,2025-10-12,16,30.0,0.4968443641346614,ok,ok,0.5734707402936284,8.224055743011514,0.8349620973927121,384,3.5178694623036035,ok,0.07662637615896706
BASE,95332243,6,2025-08-12,2025-09-12,32,-2.106205463409424,FullEvent,完整事件,event_reproduction,2025-08-12,2025-09-12,32,,0.4698824201292111,ok,ok,0.5389901682735735,10.180992921461304,0.7610075017159188,768,3.2369210647118765,ok,0.06910774814436238
BASE,95332243,6,2025-08-12,2025-09-12,32,-2.106205463409424,Early,事件前段,event_phase,2025-08-12,2025-08-22,11,,0.4698824201292111,ok,ok,0.5641148503813266,9.55883236140404,0.7313734639367989,264,3.2508349827878678,ok,0.09423243025211547
BASE,95332243,6,2025-08-12,2025-09-12,32,-2.106205463409424,Middle,事件中段,event_phase,2025-08-23,2025-09-02,11,,0.4698824201292111,ok,ok,0.5324498501258715,10.24573200053485,0.7964190429074212,264,3.3430499949356007,ok,0.06256742999666043
BASE,95332243,6,2025-08-12,2025-09-12,32,-2.106205463409424,Late,事件后段,event_phase,2025-09-03,2025-09-12,10,,0.4698824201292111,ok,ok,0.5148882999881267,10.888379966580622,0.766124964717511,240,3.1082174096482817,ok,0.045005879858915576
BASE,95332243,6,2025-08-12,2025-09-12,32,-2.106205463409424,R01_07,结束后1-7天,recovery,2025-09-13,2025-09-19,7,7.0,0.4698824201292111,ok,ok,0.4649377072871776,11.680516827890491,0.8072055394102917,168,3.3175674895476854,ok,-0.004944712842033516
BASE,95332243,6,2025-08-12,2025-09-12,32,-2.106205463409424,R08_14,结束后8-14天,recovery,2025-09-20,2025-09-26,7,14.0,0.4698824201292111,ok,ok,0.40153442786478644,13.854713629354928,0.5147964501805118,168,2.8860662017570022,ok,-0.06834799226442467
BASE,95332243,6,2025-08-12,2025-09-12,32,-2.106205463409424,R15_30,结束后15-30天,recovery,2025-09-27,2025-10-12,16,30.0,0.4698824201292111,ok,ok,0.5698961961549014,8.305259154969585,0.8197625116278495,384,3.445282494926625,ok,0.10001377602569028
BASE,95332244,2,2025-02-08,2025-03-02,23,-2.0202953815460205,FullEvent,完整事件,event_reproduction,2025-02-08,2025-03-02,23,,0.6291750055900261,ok,ok,0.7345576466865628,1.4642558819569107,0.8913277255963991,552,5.409595299478548,ok,0.10538264109653661
BASE,95332244,2,2025-02-08,2025-03-02,23,-2.0202953815460205,Early,事件前段,event_phase,2025-02-08,2025-02-15,8,,0.6291750055900261,ok,ok,0.7723518420008809,0.5754452907787133,0.8877363820772262,192,5.8345930026372,ok,0.14317683641085477
BASE,95332244,2,2025-02-08,2025-03-02,23,-2.0202953815460205,Middle,事件中段,event_phase,2025-02-16,2025-02-23,8,,0.6291750055900261,ok,ok,0.6411539763270572,2.678751430801591,0.8558738266353411,192,2.841425481336583,ok,0.011978970737031025
BASE,95332244,2,2025-02-08,2025-03-02,23,-2.0202953815460205,Late,事件后段,event_phase,2025-02-24,2025-03-02,7,,0.6291750055900261,ok,ok,0.7022124560158094,2.1579910881260282,0.8562670386940558,168,5.19173817690439,ok,0.07303745042578325
BASE,95332244,2,2025-02-08,2025-03-02,23,-2.0202953815460205,R01_07,结束后1-7天,recovery,2025-03-03,2025-03-09,7,7.0,0.6291750055900261,ok,ok,0.6515994001318309,2.80129909532251,0.936292625832025,168,4.948500927970902,ok,0.022424394541804782
BASE,95332244,2,2025-02-08,2025-03-02,23,-2.0202953815460205,R08_14,结束后8-14天,recovery,2025-03-10,2025-03-16,7,14.0,0.6291750055900261,ok,ok,0.7374296147433317,2.3334761184788704,0.8859998434445541,168,5.676689629950325,ok,0.10825460915330554
BASE,95332244,2,2025-02-08,2025-03-02,23,-2.0202953815460205,R15_30,结束后15-30天,recovery,2025-03-17,2025-04-01,16,30.0,0.6291750055900261,ok,ok,0.759649267824448,1.0518795113028254,0.7898130804954221,384,7.141373473701991,ok,0.13047426223442182
BASE,95332244,3,2025-04-02,2025-04-18,17,-2.5941708087921143,FullEvent,完整事件,event_reproduction,2025-04-02,2025-04-18,17,,0.5869984416818936,ok,ok,0.8649037612512016,-0.66428986928657,0.768089469510271,408,4.74000838343276,ok,0.277905319569308
BASE,95332244,3,2025-04-02,2025-04-18,17,-2.5941708087921143,Early,事件前段,event_phase,2025-04-02,2025-04-07,6,,0.5869984416818936,ok,ok,0.8597377024589696,-0.7705075726570332,0.7178707323522815,144,4.3510221668493125,ok,0.272739260777076
BASE,95332244,3,2025-04-02,2025-04-18,17,-2.5941708087921143,Middle,事件中段,event_phase,2025-04-08,2025-04-13,6,,0.5869984416818936,ok,ok,0.8221937494902081,0.5321730688812298,0.8106044494496907,144,4.940293916555482,ok,0.23519530780831444
BASE,95332244,3,2025-04-02,2025-04-18,17,-2.5941708087921143,Late,事件后段,event_phase,2025-04-14,2025-04-18,5,,0.5869984416818936,ok,ok,0.9481124637696193,-2.65035977057741,0.7312632371172513,120,4.145651484329754,ok,0.3611140220877257
BASE,95332244,3,2025-04-02,2025-04-18,17,-2.5941708087921143,R01_07,结束后1-7天,recovery,2025-04-19,2025-04-25,7,7.0,0.5869984416818936,ok,ok,0.5992431007486893,6.158023054501644,0.8453596896213742,168,3.3269958108835054,ok,0.012244659066795616
BASE,95332244,3,2025-04-02,2025-04-18,17,-2.5941708087921143,R08_14,结束后8-14天,recovery,2025-04-26,2025-05-02,7,14.0,0.5869984416818936,ok,ok,0.5545656253332591,6.62105282859862,0.6909565848648821,168,3.577583325597536,ok,-0.032432816348634486
BASE,95332244,3,2025-04-02,2025-04-18,17,-2.5941708087921143,R15_30,结束后15-30天,recovery,2025-05-03,2025-05-18,16,30.0,0.5869984416818936,ok,ok,0.7539835901552332,2.7155513553905024,0.740523941287595,384,3.4496186379741944,ok,0.16698514847333956
BASE,95332244,5,2025-06-20,2025-07-21,32,-2.0799567699432373,FullEvent,完整事件,event_reproduction,2025-06-20,2025-07-21,32,,0.45205902297848927,ok,ok,0.45504859219419685,10.907746927904087,0.6840772519760062,768,2.9404427525623245,ok,0.002989569215707588
BASE,95332244,5,2025-06-20,2025-07-21,32,-2.0799567699432373,Early,事件前段,event_phase,2025-06-20,2025-06-30,11,,0.45205902297848927,ok,ok,0.4950383958136165,9.523423684490766,0.8232134463570638,264,2.774460075819046,ok,0.04297937283512726
BASE,95332244,5,2025-06-20,2025-07-21,32,-2.0799567699432373,Middle,事件中段,event_phase,2025-07-01,2025-07-11,11,,0.45205902297848927,ok,ok,0.44652342515206406,10.780466054226341,0.7441661600767335,264,3.4559078599140807,ok,-0.005535597826425209
BASE,95332244,5,2025-06-20,2025-07-21,32,-2.0799567699432373,Late,事件后段,event_phase,2025-07-12,2025-07-21,10,,0.45205902297848927,ok,ok,0.5275828928143245,9.759851595953236,0.7670531469939434,240,2.2469378522478136,ok,0.0755238698358352
BASE,95332244,5,2025-06-20,2025-07-21,32,-2.0799567699432373,R01_07,结束后1-7天,recovery,2025-07-22,2025-07-28,7,7.0,0.45205902297848927,ok,ok,0.4422163394455617,11.837369616798723,0.6617697305299448,168,2.4566820985026827,ok,-0.009842683532927554
BASE,95332244,5,2025-06-20,2025-07-21,32,-2.0799567699432373,R08_14,结束后8-14天,recovery,2025-07-29,2025-08-04,7,14.0,0.45205902297848927,ok,ok,0.4505490216610418,11.793951758967351,0.6560431847820022,168,2.2469818565780413,ok,-0.0015100013174474403
BASE,95332244,5,2025-06-20,2025-07-21,32,-2.0799567699432373,R15_30,结束后15-30天,recovery,2025-08-05,2025-08-20,16,30.0,0.45205902297848927,ok,ok,0.45887945195449786,10.930094467788788,0.6881622450508538,384,2.827240390534665,ok,0.006820428976008597
